LAMMPS data file via write_data, version 7 Dec 2015, timestep = 6700000

648 atoms
2 atom types

4.6857679429003818e-02 2.1348001630569087e+01 xlo xhi
8.0818167118941492e-02 2.1314041142882527e+01 ylo yhi
3.1226196015360252e-01 2.1082597349846228e+01 zlo zhi
-6.2864794357940498e-02 5.6007659984026337e-01 3.8744979782836553e-01 xy xz yz

Masses

1 28.0855
2 15.9994

Atoms # charge

29 1 2.3999999999999999e+00 2.9989434576778797e+00 2.1846030621113903e+00 3.1096460482934885e+00 -3 2 0
502 2 -1.2000000000000000e+00 2.2942129012233869e+00 5.6190181820196647e+00 4.7174862720332085e+00 -1 -1 1
424 2 -1.2000000000000000e+00 3.2299431789230733e+00 8.1484314317342115e+00 4.4114134625364452e+00 2 0 -3
384 2 -1.2000000000000000e+00 2.8279690191298754e+00 7.0610879766397190e+00 8.2418086682818603e-01 1 -4 1
318 2 -1.2000000000000000e+00 4.0095265444953601e+00 1.8894629195571906e+00 4.3974757387003098e+00 0 0 2
432 2 -1.2000000000000000e+00 2.0114641487727880e+00 3.3301826853406045e+00 3.5497423972490867e+00 2 -2 4
72 1 2.3999999999999999e+00 3.0698006042937331e+00 9.7368309582286265e+00 4.6248772131880811e+00 0 -1 0
133 1 2.3999999999999999e+00 8.7922935252235135e-01 2.1233241188600602e-01 2.0789171829950792e+00 0 -1 -5
431 2 -1.2000000000000000e+00 3.9501418684303182e+00 2.6757155397840711e+00 1.9461001492646515e+00 -1 3 2
434 2 -1.2000000000000000e+00 2.2777599427858455e+00 7.7752671838528242e-01 2.6144015072682660e+00 0 4 -5
611 2 -1.2000000000000000e+00 5.1105625355676558e+00 8.0912522602011947e+00 1.6249949826548165e+00 -3 -1 -1
174 1 2.3999999999999999e+00 4.2677686585734858e+00 6.7512607844538106e+00 1.4498428353927366e+00 1 -3 0
127 1 2.3999999999999999e+00 3.4877570383283216e+00 6.5656652495445593e+00 4.3903420073190143e+00 0 1 0
43 1 2.3999999999999999e+00 4.7351997560525074e+00 2.1274879659806025e+00 6.6747359976378484e-01 -3 2 -2
79 1 2.3999999999999999e+00 1.3175316683148968e+00 4.3991157449561431e+00 4.4687536365743474e+00 -4 1 1
418 2 -1.2000000000000000e+00 3.9818217487955292e+00 6.1337270866027982e+00 2.8965605782518034e+00 1 1 5
482 2 -1.2000000000000000e+00 5.0416431858054160e+00 5.6824655367803629e+00 5.4269928951599899e-01 2 1 -2
386 2 -1.2000000000000000e+00 3.2966358981979010e-01 3.8205141595676730e+00 5.2180607361545661e-01 3 2 2
594 2 -1.2000000000000000e+00 4.4428331042387761e+00 1.0288781008757301e+01 5.2790430110068547e+00 1 -4 0
602 2 -1.2000000000000000e+00 4.6906613813615623e+00 6.2716406605195827e+00 5.4281301584490702e+00 -1 0 -1
259 2 -1.2000000000000000e+00 2.1304341143354924e-01 6.4739206685223536e+00 9.3031377431592821e-01 0 5 4
375 2 -1.2000000000000000e+00 2.8600931031205903e+00 1.0656065428310637e+01 3.2929737550637164e+00 -1 -3 0
198 1 2.3999999999999999e+00 4.4637288831912540e+00 3.0222648941081047e+00 9.7549801116603057e+00 0 0 -2
261 2 -1.2000000000000000e+00 2.2115676832956499e+00 1.0406493498441703e+01 8.0676376262106491e+00 0 2 -2
373 2 -1.2000000000000000e+00 3.0231044933130704e+00 3.2686521931109742e+00 9.0876212405620524e+00 0 -2 -1
629 2 -1.2000000000000000e+00 4.6670653545333822e+00 7.6015853334521921e+00 8.7113601489317762e+00 1 -4 1
458 2 -1.2000000000000000e+00 2.4442166448296443e+00 8.0790085346223481e+00 7.4795614865952924e+00 -3 -3 1
530 2 -1.2000000000000000e+00 5.5008649586500780e-01 4.2053479990327798e+00 8.3948369723700598e+00 1 3 1
27 1 2.3999999999999999e+00 1.9058486539543718e+00 4.4169589573677799e+00 9.1045765497971907e+00 0 -1 1
118 1 2.3999999999999999e+00 4.8154175710047422e+00 2.0914357651198991e+00 5.7109967500848846e+00 1 3 -4
359 2 -1.2000000000000000e+00 4.0544510413073871e+00 1.5184233040280721e+00 7.0802776819230333e+00 -3 3 0
168 1 2.3999999999999999e+00 3.1780699700823409e+00 7.1832235731018095e+00 8.5478810395642224e+00 -1 -1 -4
248 2 -1.2000000000000000e+00 4.5466104445535311e+00 1.3963631300586112e+00 9.6835286236262270e+00 -3 3 0
642 2 -1.2000000000000000e+00 2.6818226251721597e+00 7.7617194188418530e+00 1.0027747259842030e+01 0 1 -1
21 1 2.3999999999999999e+00 1.5437016543232407e+00 9.3699734843879092e+00 7.1441682105736675e+00 -2 -2 -1
580 2 -1.2000000000000000e+00 2.7470326444022901e+00 5.6424373639865273e+00 8.4103142305219016e+00 -3 1 3
62 1 2.3999999999999999e+00 3.9620542697417021e+00 5.8313995156432086e-01 8.3517092073385211e+00 5 0 0
440 2 -1.2000000000000000e+00 4.6497259584496469e+00 1.0118966936967144e+01 9.0289067378994314e+00 6 1 2
32 1 2.3999999999999999e+00 5.5137717351862854e+00 8.8038588539214739e+00 9.3008417129749343e+00 0 -1 -1
553 2 -1.2000000000000000e+00 1.8421091148636741e+00 9.8295040864299672e+00 5.6064022043715793e+00 5 -2 -5
357 2 -1.2000000000000000e+00 8.9519667622848875e-01 3.7748642721452379e+00 5.8453542296595709e+00 0 2 -5
595 2 -1.2000000000000000e+00 1.6995285981924280e+00 4.7041437758390838e+00 1.0682914695466888e+01 0 2 0
309 2 -1.2000000000000000e+00 5.1603221344523256e+00 3.6899107137931733e+00 5.8371632174264487e+00 1 -1 -3
181 1 2.3999999999999999e+00 1.6390904320602291e+00 4.5987249062072140e+00 1.2271617164299625e+01 -1 2 -3
34 1 2.3999999999999999e+00 4.6171828694282837e+00 4.7249619107006380e+00 1.2363300917438208e+01 -3 0 0
591 2 -1.2000000000000000e+00 2.9930384784593218e+00 6.9288705566531874e+00 1.5051630486355457e+01 0 0 2
523 2 -1.2000000000000000e+00 3.0830613362475661e+00 5.0854682868909000e+00 1.2767718695212464e+01 1 0 1
281 2 -1.2000000000000000e+00 1.9885128343766636e+00 7.6468520209798196e+00 1.2565220455310737e+01 0 1 -3
370 2 -1.2000000000000000e+00 8.2849211399240064e-01 8.5853981981908956e-01 1.3958668624055147e+01 3 -3 0
484 2 -1.2000000000000000e+00 1.9227662655840629e+00 9.1827686246839395e+00 1.4627378616794227e+01 1 -1 -4
185 1 2.3999999999999999e+00 1.9362198508266384e+00 7.6752301805404164e+00 1.4129345756439617e+01 3 -2 0
618 2 -1.2000000000000000e+00 4.1279350607662408e+00 3.1753545630963602e+00 1.5657527337446856e+01 0 -3 0
41 1 2.3999999999999999e+00 1.2697630769716142e+00 1.4446099222984303e+00 1.2542261654217183e+01 2 0 1
554 2 -1.2000000000000000e+00 1.6930648862784841e+00 2.9859584381725255e+00 1.2686417050570942e+01 -2 2 0
194 1 2.3999999999999999e+00 7.2496200393700549e-01 8.2361690158882217e-01 1.5584620387351487e+01 0 -1 -1
145 1 2.3999999999999999e+00 2.0048092872166925e+00 8.5587332408181105e+00 1.1239715119121918e+01 -1 0 -3
336 2 -1.2000000000000000e+00 2.7341529137245391e+00 9.8500986506737203e+00 1.1770509828609919e+01 0 -5 -1
566 2 -1.2000000000000000e+00 5.3875925113957788e+00 6.0178917644717735e+00 1.1903607573984408e+01 0 -1 2
138 1 2.3999999999999999e+00 5.4171117523834047e+00 4.0094528805046625e+00 1.5234181036325383e+01 2 -2 -2
401 2 -1.2000000000000000e+00 5.1375734004536222e-01 8.9592527555796195e+00 1.0824084876900928e+01 0 -2 1
219 2 -1.2000000000000000e+00 4.4666464218642812e+00 3.6957180214552334e+00 1.1137628943654082e+01 -3 2 0
573 2 -1.2000000000000000e+00 5.3869308705329191e+00 4.1051174230777887e+00 1.3625579438291764e+01 -3 -4 2
450 2 -1.2000000000000000e+00 4.2832133401295884e+00 5.6434711194387521e-01 1.5596886029840256e+01 0 1 3
